13:49:10.885 [Thread-11] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} closed
15:45:41.603 [main] INFO  com.buoyantec.ShiroConfiguration - 初始化shiroFilterFactoryBean成功

15:45:41.662 [main] INFO  com.buoyantec.ShiroConfiguration - 初始化authorizationAttributeSourceAdvisor成功！

15:45:42.035 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-7777"]
15:45:42.043 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
15:45:42.044 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet Engine: Apache Tomcat/8.5.34
15:45:42.047 [localhost-startStop-1] INFO  org.apache.catalina.core.AprLifecycleListener - The APR based Apache Tomcat Native library which allows optimal performance in production environments was not found on the java.library.path: [C:\Program Files\Java\jdk1.8.0_131\bin;C:\Windows\Sun\Java\bin;C:\Windows\system32;C:\Windows;C:\Program Files (x86)\Common Files\Oracle\Java\javapath;C:\ProgramData\Oracle\Java\javapath;C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\;C:\Windows\System32\OpenSSH\;C:\Program Files\Git\cmd;C:\Program Files\Microsoft SQL Server\120\DTS\Binn\;C:\Program Files\Microsoft SQL Server\Client SDK\ODBC\110\Tools\Binn\;C:\Program Files (x86)\Microsoft SQL Server\120\Tools\Binn\;C:\Program Files\Microsoft SQL Server\120\Tools\Binn\;C:\Program Files (x86)\Microsoft SQL Server\120\Tools\Binn\ManagementStudio\;C:\Program Files (x86)\Microsoft SQL Server\120\DTS\Binn\;C:\Program Files\dotnet\;C:\Program Files\Microsoft SQL Server\130\Tools\Binn\;C:\Program Files\Microsoft SQL Server\Client SDK\ODBC\170\Tools\Binn\;E:\Code\apache-maven-3.6.2\bin;E:\mysql-5.7.27-winx64\bin;C:\Program Files\nodejs\;C:\Users\zcl\AppData\Local\Microsoft\WindowsApps;;C:\Users\zcl\AppData\Local\Programs\Microsoft VS Code\bin;C:\Program Files\JetBrains\IntelliJ IDEA 2019.2.3\bin;;C:\Users\zcl\AppData\Roaming\npm;.]
15:45:42.137 [localhost-startStop-1] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
15:45:42.334 [main] INFO  com.buoyantec.JedisConfig - 初始化Redis连接池JedisPool成功! Redis地址: 127.0.0.1:6379
15:45:43.487 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-7777"]
15:45:43.496 [main] INFO  org.apache.tomcat.util.net.NioSelectorPool - Using a shared selector for servlet write/read
15:45:43.511 [main] INFO  com.buoyantec.App - Started App in 3.964 seconds (JVM running for 4.974)
15:45:48.209 [http-nio-7777-exec-1] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring FrameworkServlet 'dispatcherServlet'
15:45:48.357 [http-nio-7777-exec-1] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} inited
15:45:51.308 [Thread-12] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} closed
15:54:59.631 [main] INFO  com.buoyantec.App - Starting App on DESKTOP-2EMH2EM with PID 22368 (E:\RCJL\RCJL-Controller\target\classes started by zcl in E:\RCJL)
15:54:59.635 [main] INFO  com.buoyantec.App - No active profile set, falling back to default profiles: default
15:55:00.509 [main] INFO  com.buoyantec.ShiroConfiguration - 初始化defaultAdvisorAutoProxyCreator！

15:55:00.520 [main] INFO  com.buoyantec.ShiroConfiguration - 初始化defaultAdvisorAutoProxyCreator！

15:55:00.552 [main] INFO  com.buoyantec.ShiroConfiguration - 初始化AuthRealm成功!!

15:55:01.338 [main] INFO  com.buoyantec.ShiroConfiguration - 初始化securityManager成功！

15:55:01.355 [main] INFO  com.buoyantec.ShiroConfiguration - 初始化shiroFilterFactoryBean成功

15:55:01.402 [main] INFO  com.buoyantec.ShiroConfiguration - 初始化authorizationAttributeSourceAdvisor成功！

15:55:01.721 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-7777"]
15:55:01.729 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
15:55:01.729 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet Engine: Apache Tomcat/8.5.34
15:55:01.733 [localhost-startStop-1] INFO  org.apache.catalina.core.AprLifecycleListener - The APR based Apache Tomcat Native library which allows optimal performance in production environments was not found on the java.library.path: [C:\Program Files\Java\jdk1.8.0_131\bin;C:\Windows\Sun\Java\bin;C:\Windows\system32;C:\Windows;C:\Program Files (x86)\Common Files\Oracle\Java\javapath;C:\ProgramData\Oracle\Java\javapath;C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\;C:\Windows\System32\OpenSSH\;C:\Program Files\Git\cmd;C:\Program Files\Microsoft SQL Server\120\DTS\Binn\;C:\Program Files\Microsoft SQL Server\Client SDK\ODBC\110\Tools\Binn\;C:\Program Files (x86)\Microsoft SQL Server\120\Tools\Binn\;C:\Program Files\Microsoft SQL Server\120\Tools\Binn\;C:\Program Files (x86)\Microsoft SQL Server\120\Tools\Binn\ManagementStudio\;C:\Program Files (x86)\Microsoft SQL Server\120\DTS\Binn\;C:\Program Files\dotnet\;C:\Program Files\Microsoft SQL Server\130\Tools\Binn\;C:\Program Files\Microsoft SQL Server\Client SDK\ODBC\170\Tools\Binn\;E:\Code\apache-maven-3.6.2\bin;E:\mysql-5.7.27-winx64\bin;C:\Program Files\nodejs\;C:\Users\zcl\AppData\Local\Microsoft\WindowsApps;;C:\Users\zcl\AppData\Local\Programs\Microsoft VS Code\bin;C:\Program Files\JetBrains\IntelliJ IDEA 2019.2.3\bin;;C:\Users\zcl\AppData\Roaming\npm;.]
15:55:01.818 [localhost-startStop-1] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
15:55:02.043 [main] INFO  com.buoyantec.JedisConfig - 初始化Redis连接池JedisPool成功! Redis地址: 127.0.0.1:6379
15:55:03.117 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-7777"]
15:55:03.126 [main] INFO  org.apache.tomcat.util.net.NioSelectorPool - Using a shared selector for servlet write/read
15:55:03.142 [main] INFO  com.buoyantec.App - Started App in 3.775 seconds (JVM running for 4.688)
15:57:54.420 [main] INFO  com.buoyantec.App - Starting App on DESKTOP-2EMH2EM with PID 19800 (E:\RCJL\RCJL-Controller\target\classes started by zcl in E:\RCJL)
15:57:54.425 [main] INFO  com.buoyantec.App - No active profile set, falling back to default profiles: default
15:57:55.360 [main] INFO  com.buoyantec.ShiroConfiguration - 初始化defaultAdvisorAutoProxyCreator！

15:57:55.369 [main] INFO  com.buoyantec.ShiroConfiguration - 初始化defaultAdvisorAutoProxyCreator！

15:57:55.400 [main] INFO  com.buoyantec.ShiroConfiguration - 初始化AuthRealm成功!!

15:57:56.158 [main] INFO  com.buoyantec.ShiroConfiguration - 初始化securityManager成功！

15:57:56.176 [main] INFO  com.buoyantec.ShiroConfiguration - 初始化shiroFilterFactoryBean成功

15:57:56.224 [main] INFO  com.buoyantec.ShiroConfiguration - 初始化authorizationAttributeSourceAdvisor成功！

15:57:56.543 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-7777"]
15:57:56.551 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
15:57:56.551 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet Engine: Apache Tomcat/8.5.34
15:57:56.554 [localhost-startStop-1] INFO  org.apache.catalina.core.AprLifecycleListener - The APR based Apache Tomcat Native library which allows optimal performance in production environments was not found on the java.library.path: [C:\Program Files\Java\jdk1.8.0_131\bin;C:\Windows\Sun\Java\bin;C:\Windows\system32;C:\Windows;C:\Program Files (x86)\Common Files\Oracle\Java\javapath;C:\ProgramData\Oracle\Java\javapath;C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\;C:\Windows\System32\OpenSSH\;C:\Program Files\Git\cmd;C:\Program Files\Microsoft SQL Server\120\DTS\Binn\;C:\Program Files\Microsoft SQL Server\Client SDK\ODBC\110\Tools\Binn\;C:\Program Files (x86)\Microsoft SQL Server\120\Tools\Binn\;C:\Program Files\Microsoft SQL Server\120\Tools\Binn\;C:\Program Files (x86)\Microsoft SQL Server\120\Tools\Binn\ManagementStudio\;C:\Program Files (x86)\Microsoft SQL Server\120\DTS\Binn\;C:\Program Files\dotnet\;C:\Program Files\Microsoft SQL Server\130\Tools\Binn\;C:\Program Files\Microsoft SQL Server\Client SDK\ODBC\170\Tools\Binn\;E:\Code\apache-maven-3.6.2\bin;E:\mysql-5.7.27-winx64\bin;C:\Program Files\nodejs\;C:\Users\zcl\AppData\Local\Microsoft\WindowsApps;;C:\Users\zcl\AppData\Local\Programs\Microsoft VS Code\bin;C:\Program Files\JetBrains\IntelliJ IDEA 2019.2.3\bin;;C:\Users\zcl\AppData\Roaming\npm;.]
15:57:56.640 [localhost-startStop-1] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
15:57:56.837 [main] INFO  com.buoyantec.JedisConfig - 初始化Redis连接池JedisPool成功! Redis地址: 127.0.0.1:6379
15:57:57.933 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-7777"]
15:57:57.942 [main] INFO  org.apache.tomcat.util.net.NioSelectorPool - Using a shared selector for servlet write/read
15:57:57.958 [main] INFO  com.buoyantec.App - Started App in 3.797 seconds (JVM running for 4.77)
15:58:07.876 [http-nio-7777-exec-1] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring FrameworkServlet 'dispatcherServlet'
16:02:11.321 [main] INFO  com.buoyantec.App - Starting App on DESKTOP-2EMH2EM with PID 7268 (E:\RCJL\RCJL-Controller\target\classes started by zcl in E:\RCJL)
16:02:11.326 [main] INFO  com.buoyantec.App - No active profile set, falling back to default profiles: default
16:02:12.219 [main] INFO  com.buoyantec.ShiroConfiguration - 初始化defaultAdvisorAutoProxyCreator！

16:02:12.229 [main] INFO  com.buoyantec.ShiroConfiguration - 初始化defaultAdvisorAutoProxyCreator！

16:02:12.259 [main] INFO  com.buoyantec.ShiroConfiguration - 初始化AuthRealm成功!!

16:02:13.028 [main] INFO  com.buoyantec.ShiroConfiguration - 初始化securityManager成功！

16:02:13.046 [main] INFO  com.buoyantec.ShiroConfiguration - 初始化shiroFilterFactoryBean成功

16:02:13.093 [main] INFO  com.buoyantec.ShiroConfiguration - 初始化authorizationAttributeSourceAdvisor成功！

16:02:13.427 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-7777"]
16:02:13.435 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
16:02:13.436 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet Engine: Apache Tomcat/8.5.34
16:02:13.440 [localhost-startStop-1] INFO  org.apache.catalina.core.AprLifecycleListener - The APR based Apache Tomcat Native library which allows optimal performance in production environments was not found on the java.library.path: [C:\Program Files\Java\jdk1.8.0_131\bin;C:\Windows\Sun\Java\bin;C:\Windows\system32;C:\Windows;C:\Program Files (x86)\Common Files\Oracle\Java\javapath;C:\ProgramData\Oracle\Java\javapath;C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\;C:\Windows\System32\OpenSSH\;C:\Program Files\Git\cmd;C:\Program Files\Microsoft SQL Server\120\DTS\Binn\;C:\Program Files\Microsoft SQL Server\Client SDK\ODBC\110\Tools\Binn\;C:\Program Files (x86)\Microsoft SQL Server\120\Tools\Binn\;C:\Program Files\Microsoft SQL Server\120\Tools\Binn\;C:\Program Files (x86)\Microsoft SQL Server\120\Tools\Binn\ManagementStudio\;C:\Program Files (x86)\Microsoft SQL Server\120\DTS\Binn\;C:\Program Files\dotnet\;C:\Program Files\Microsoft SQL Server\130\Tools\Binn\;C:\Program Files\Microsoft SQL Server\Client SDK\ODBC\170\Tools\Binn\;E:\Code\apache-maven-3.6.2\bin;E:\mysql-5.7.27-winx64\bin;C:\Program Files\nodejs\;C:\Users\zcl\AppData\Local\Microsoft\WindowsApps;;C:\Users\zcl\AppData\Local\Programs\Microsoft VS Code\bin;C:\Program Files\JetBrains\IntelliJ IDEA 2019.2.3\bin;;C:\Users\zcl\AppData\Roaming\npm;.]
16:02:13.525 [localhost-startStop-1] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
16:02:13.721 [main] INFO  com.buoyantec.JedisConfig - 初始化Redis连接池JedisPool成功! Redis地址: 127.0.0.1:6379
16:02:14.806 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-7777"]
16:02:14.815 [main] INFO  org.apache.tomcat.util.net.NioSelectorPool - Using a shared selector for servlet write/read
16:02:14.830 [main] INFO  com.buoyantec.App - Started App in 3.82 seconds (JVM running for 4.711)
16:02:36.052 [http-nio-7777-exec-1] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring FrameworkServlet 'dispatcherServlet'
16:06:39.773 [main] INFO  com.buoyantec.App - Starting App on DESKTOP-2EMH2EM with PID 19236 (E:\RCJL\RCJL-Controller\target\classes started by zcl in E:\RCJL)
16:06:39.777 [main] INFO  com.buoyantec.App - No active profile set, falling back to default profiles: default
16:06:40.642 [main] INFO  com.buoyantec.ShiroConfiguration - 初始化defaultAdvisorAutoProxyCreator！

16:06:40.650 [main] INFO  com.buoyantec.ShiroConfiguration - 初始化defaultAdvisorAutoProxyCreator！

16:06:40.682 [main] INFO  com.buoyantec.ShiroConfiguration - 初始化AuthRealm成功!!

16:06:41.474 [main] INFO  com.buoyantec.ShiroConfiguration - 初始化securityManager成功！

16:06:41.491 [main] INFO  com.buoyantec.ShiroConfiguration - 初始化shiroFilterFactoryBean成功

16:06:41.541 [main] INFO  com.buoyantec.ShiroConfiguration - 初始化authorizationAttributeSourceAdvisor成功！

16:06:41.863 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-7777"]
16:06:41.871 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
16:06:41.871 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet Engine: Apache Tomcat/8.5.34
16:06:41.875 [localhost-startStop-1] INFO  org.apache.catalina.core.AprLifecycleListener - The APR based Apache Tomcat Native library which allows optimal performance in production environments was not found on the java.library.path: [C:\Program Files\Java\jdk1.8.0_131\bin;C:\Windows\Sun\Java\bin;C:\Windows\system32;C:\Windows;C:\Program Files (x86)\Common Files\Oracle\Java\javapath;C:\ProgramData\Oracle\Java\javapath;C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\;C:\Windows\System32\OpenSSH\;C:\Program Files\Git\cmd;C:\Program Files\Microsoft SQL Server\120\DTS\Binn\;C:\Program Files\Microsoft SQL Server\Client SDK\ODBC\110\Tools\Binn\;C:\Program Files (x86)\Microsoft SQL Server\120\Tools\Binn\;C:\Program Files\Microsoft SQL Server\120\Tools\Binn\;C:\Program Files (x86)\Microsoft SQL Server\120\Tools\Binn\ManagementStudio\;C:\Program Files (x86)\Microsoft SQL Server\120\DTS\Binn\;C:\Program Files\dotnet\;C:\Program Files\Microsoft SQL Server\130\Tools\Binn\;C:\Program Files\Microsoft SQL Server\Client SDK\ODBC\170\Tools\Binn\;E:\Code\apache-maven-3.6.2\bin;E:\mysql-5.7.27-winx64\bin;C:\Program Files\nodejs\;C:\Users\zcl\AppData\Local\Microsoft\WindowsApps;;C:\Users\zcl\AppData\Local\Programs\Microsoft VS Code\bin;C:\Program Files\JetBrains\IntelliJ IDEA 2019.2.3\bin;;C:\Users\zcl\AppData\Roaming\npm;.]
16:06:41.962 [localhost-startStop-1] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
16:06:42.168 [main] INFO  com.buoyantec.JedisConfig - 初始化Redis连接池JedisPool成功! Redis地址: 127.0.0.1:6379
16:06:43.276 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-7777"]
16:06:43.285 [main] INFO  org.apache.tomcat.util.net.NioSelectorPool - Using a shared selector for servlet write/read
16:06:43.302 [main] INFO  com.buoyantec.App - Started App in 3.765 seconds (JVM running for 4.711)
16:07:02.991 [http-nio-7777-exec-1] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring FrameworkServlet 'dispatcherServlet'
16:24:19.051 [main] INFO  com.buoyantec.App - Starting App on DESKTOP-2EMH2EM with PID 7496 (E:\RCJL\RCJL-Controller\target\classes started by zcl in E:\RCJL)
16:24:19.055 [main] INFO  com.buoyantec.App - No active profile set, falling back to default profiles: default
16:24:19.897 [main] INFO  com.buoyantec.ShiroConfiguration - 初始化defaultAdvisorAutoProxyCreator！

16:24:19.906 [main] INFO  com.buoyantec.ShiroConfiguration - 初始化defaultAdvisorAutoProxyCreator！

16:24:19.938 [main] INFO  com.buoyantec.ShiroConfiguration - 初始化AuthRealm成功!!

16:24:20.730 [main] INFO  com.buoyantec.ShiroConfiguration - 初始化securityManager成功！

16:24:20.749 [main] INFO  com.buoyantec.ShiroConfiguration - 初始化shiroFilterFactoryBean成功

16:24:20.797 [main] INFO  com.buoyantec.ShiroConfiguration - 初始化authorizationAttributeSourceAdvisor成功！

16:24:21.126 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-7777"]
16:24:21.134 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
16:24:21.135 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet Engine: Apache Tomcat/8.5.34
16:24:21.138 [localhost-startStop-1] INFO  org.apache.catalina.core.AprLifecycleListener - The APR based Apache Tomcat Native library which allows optimal performance in production environments was not found on the java.library.path: [C:\Program Files\Java\jdk1.8.0_131\bin;C:\Windows\Sun\Java\bin;C:\Windows\system32;C:\Windows;C:\Program Files (x86)\Common Files\Oracle\Java\javapath;C:\ProgramData\Oracle\Java\javapath;C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\;C:\Windows\System32\OpenSSH\;C:\Program Files\Git\cmd;C:\Program Files\Microsoft SQL Server\120\DTS\Binn\;C:\Program Files\Microsoft SQL Server\Client SDK\ODBC\110\Tools\Binn\;C:\Program Files (x86)\Microsoft SQL Server\120\Tools\Binn\;C:\Program Files\Microsoft SQL Server\120\Tools\Binn\;C:\Program Files (x86)\Microsoft SQL Server\120\Tools\Binn\ManagementStudio\;C:\Program Files (x86)\Microsoft SQL Server\120\DTS\Binn\;C:\Program Files\dotnet\;C:\Program Files\Microsoft SQL Server\130\Tools\Binn\;C:\Program Files\Microsoft SQL Server\Client SDK\ODBC\170\Tools\Binn\;E:\Code\apache-maven-3.6.2\bin;E:\mysql-5.7.27-winx64\bin;C:\Program Files\nodejs\;C:\Users\zcl\AppData\Local\Microsoft\WindowsApps;;C:\Users\zcl\AppData\Local\Programs\Microsoft VS Code\bin;C:\Program Files\JetBrains\IntelliJ IDEA 2019.2.3\bin;;C:\Users\zcl\AppData\Roaming\npm;.]
16:24:21.223 [localhost-startStop-1] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
16:24:21.442 [main] INFO  com.buoyantec.JedisConfig - 初始化Redis连接池JedisPool成功! Redis地址: 127.0.0.1:6379
16:24:22.498 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-7777"]
16:24:22.506 [main] INFO  org.apache.tomcat.util.net.NioSelectorPool - Using a shared selector for servlet write/read
16:24:22.521 [main] INFO  com.buoyantec.App - Started App in 3.881 seconds (JVM running for 4.764)
16:24:34.148 [http-nio-7777-exec-1] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring FrameworkServlet 'dispatcherServlet'
16:25:40.184 [main] INFO  com.buoyantec.App - Starting App on DESKTOP-2EMH2EM with PID 23020 (E:\RCJL\RCJL-Controller\target\classes started by zcl in E:\RCJL)
16:25:40.189 [main] INFO  com.buoyantec.App - No active profile set, falling back to default profiles: default
16:25:41.030 [main] INFO  com.buoyantec.ShiroConfiguration - 初始化defaultAdvisorAutoProxyCreator！

16:25:41.039 [main] INFO  com.buoyantec.ShiroConfiguration - 初始化defaultAdvisorAutoProxyCreator！

16:25:41.071 [main] INFO  com.buoyantec.ShiroConfiguration - 初始化AuthRealm成功!!

16:25:41.833 [main] INFO  com.buoyantec.ShiroConfiguration - 初始化securityManager成功！

16:25:41.850 [main] INFO  com.buoyantec.ShiroConfiguration - 初始化shiroFilterFactoryBean成功

16:25:41.897 [main] INFO  com.buoyantec.ShiroConfiguration - 初始化authorizationAttributeSourceAdvisor成功！

16:25:42.217 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-7777"]
16:25:42.224 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
16:25:42.225 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet Engine: Apache Tomcat/8.5.34
16:25:42.228 [localhost-startStop-1] INFO  org.apache.catalina.core.AprLifecycleListener - The APR based Apache Tomcat Native library which allows optimal performance in production environments was not found on the java.library.path: [C:\Program Files\Java\jdk1.8.0_131\bin;C:\Windows\Sun\Java\bin;C:\Windows\system32;C:\Windows;C:\Program Files (x86)\Common Files\Oracle\Java\javapath;C:\ProgramData\Oracle\Java\javapath;C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\;C:\Windows\System32\OpenSSH\;C:\Program Files\Git\cmd;C:\Program Files\Microsoft SQL Server\120\DTS\Binn\;C:\Program Files\Microsoft SQL Server\Client SDK\ODBC\110\Tools\Binn\;C:\Program Files (x86)\Microsoft SQL Server\120\Tools\Binn\;C:\Program Files\Microsoft SQL Server\120\Tools\Binn\;C:\Program Files (x86)\Microsoft SQL Server\120\Tools\Binn\ManagementStudio\;C:\Program Files (x86)\Microsoft SQL Server\120\DTS\Binn\;C:\Program Files\dotnet\;C:\Program Files\Microsoft SQL Server\130\Tools\Binn\;C:\Program Files\Microsoft SQL Server\Client SDK\ODBC\170\Tools\Binn\;E:\Code\apache-maven-3.6.2\bin;E:\mysql-5.7.27-winx64\bin;C:\Program Files\nodejs\;C:\Users\zcl\AppData\Local\Microsoft\WindowsApps;;C:\Users\zcl\AppData\Local\Programs\Microsoft VS Code\bin;C:\Program Files\JetBrains\IntelliJ IDEA 2019.2.3\bin;;C:\Users\zcl\AppData\Roaming\npm;.]
16:25:42.313 [localhost-startStop-1] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
16:25:42.524 [main] INFO  com.buoyantec.JedisConfig - 初始化Redis连接池JedisPool成功! Redis地址: 127.0.0.1:6379
16:25:43.637 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-7777"]
16:25:43.647 [main] INFO  org.apache.tomcat.util.net.NioSelectorPool - Using a shared selector for servlet write/read
16:25:43.665 [main] INFO  com.buoyantec.App - Started App in 3.806 seconds (JVM running for 4.737)
16:25:44.604 [http-nio-7777-exec-1] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring FrameworkServlet 'dispatcherServlet'
16:29:40.901 [main] INFO  com.buoyantec.App - Starting App on DESKTOP-2EMH2EM with PID 13772 (E:\RCJL\RCJL-Controller\target\classes started by zcl in E:\RCJL)
16:29:40.905 [main] INFO  com.buoyantec.App - No active profile set, falling back to default profiles: default
16:29:41.729 [main] INFO  com.buoyantec.ShiroConfiguration - 初始化defaultAdvisorAutoProxyCreator！

16:29:41.739 [main] INFO  com.buoyantec.ShiroConfiguration - 初始化defaultAdvisorAutoProxyCreator！

16:29:41.769 [main] INFO  com.buoyantec.ShiroConfiguration - 初始化AuthRealm成功!!

16:29:42.526 [main] INFO  com.buoyantec.ShiroConfiguration - 初始化securityManager成功！

16:29:42.545 [main] INFO  com.buoyantec.ShiroConfiguration - 初始化shiroFilterFactoryBean成功

16:29:42.593 [main] INFO  com.buoyantec.ShiroConfiguration - 初始化authorizationAttributeSourceAdvisor成功！

16:29:42.921 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-7777"]
16:29:42.929 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
16:29:42.930 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet Engine: Apache Tomcat/8.5.34
16:29:42.933 [localhost-startStop-1] INFO  org.apache.catalina.core.AprLifecycleListener - The APR based Apache Tomcat Native library which allows optimal performance in production environments was not found on the java.library.path: [C:\Program Files\Java\jdk1.8.0_131\bin;C:\Windows\Sun\Java\bin;C:\Windows\system32;C:\Windows;C:\Program Files (x86)\Common Files\Oracle\Java\javapath;C:\ProgramData\Oracle\Java\javapath;C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\;C:\Windows\System32\OpenSSH\;C:\Program Files\Git\cmd;C:\Program Files\Microsoft SQL Server\120\DTS\Binn\;C:\Program Files\Microsoft SQL Server\Client SDK\ODBC\110\Tools\Binn\;C:\Program Files (x86)\Microsoft SQL Server\120\Tools\Binn\;C:\Program Files\Microsoft SQL Server\120\Tools\Binn\;C:\Program Files (x86)\Microsoft SQL Server\120\Tools\Binn\ManagementStudio\;C:\Program Files (x86)\Microsoft SQL Server\120\DTS\Binn\;C:\Program Files\dotnet\;C:\Program Files\Microsoft SQL Server\130\Tools\Binn\;C:\Program Files\Microsoft SQL Server\Client SDK\ODBC\170\Tools\Binn\;E:\Code\apache-maven-3.6.2\bin;E:\mysql-5.7.27-winx64\bin;C:\Program Files\nodejs\;C:\Users\zcl\AppData\Local\Microsoft\WindowsApps;;C:\Users\zcl\AppData\Local\Programs\Microsoft VS Code\bin;C:\Program Files\JetBrains\IntelliJ IDEA 2019.2.3\bin;;C:\Users\zcl\AppData\Roaming\npm;.]
16:29:43.020 [localhost-startStop-1] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
16:29:43.229 [main] INFO  com.buoyantec.JedisConfig - 初始化Redis连接池JedisPool成功! Redis地址: 127.0.0.1:6379
16:29:44.349 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-7777"]
16:29:44.357 [main] INFO  org.apache.tomcat.util.net.NioSelectorPool - Using a shared selector for servlet write/read
16:29:44.372 [main] INFO  com.buoyantec.App - Started App in 3.785 seconds (JVM running for 4.744)
16:29:49.541 [http-nio-7777-exec-1] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring FrameworkServlet 'dispatcherServlet'
